"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","timeToPredict","Correct"
"2046","Other stars making the magazine’s 2011 Sexiest Women Alive list include model-turned-actress Rosie Huntington-Whiteley, jazz artist Esperanza Spalding, ‘Friends With Benefits’ star Mila Kunis, ‘The Help’ actress Emma Stone and singer Beyonce.",17,"rosie","huntingtonwhiteley","jazz","artist","esperanza","as","gabriel","risk","the","orozco",0.0299999999997453,FALSE
"2047","Ah, Parga. How many times have we sat in Paxos, looking across at the mainland at night seeing twinkling lights in the far distance? How many times have we wondered just what was it like over there? Well now we know. Unfortunately the place with the twinkling lights was not Parga but some other little community. We got it wrong. Parga was on the itinerary anyway. We concluded it was not worth the detour; two resort-y bays separated by an ancient Turkish fort on a steep hill and a cluster of souvenir shops, tavernas and restaurants. The marina was unwelcoming - we moored alongside a rusting, capsized ferry - and the trudge to buy some provisions took us along a neglected rubbish strewn track. Thomas would not leave the boat for fear we were robbed. But hey! Pull up the gangplank, crack open a beer and experiment with cooking in the galley.",132,"leave","the","boat","for","fear","the","of","a","and","me",0.0399999999999636,FALSE
"2048","M. Blakeman Ingle",3,NA,NA,"m","blakeman","ingle","last","to","ingle","make","weekend",0.0100000000002183,TRUE
"2049","I napped after studio class tonight. Andrew and I were up really late last night, despite going to bed at a somewhat decent time. We ended up talking to each other for about an hour and a half to two hours just about our lives and what was going on and stuff like that. It was a very nice talk, but it made me tired for today, which explains why I’m still awake now. But don’t worry…I’ll be getting to bed shortly, right after I shower.",83,"getting","to","bed","shortly","right","the","be","a","make","do",0.0499999999997272,FALSE
"2050","Outsell spoke to us about the changes going on in education specifically in the development of custom textbooks.",16,"specifically","in","the","development","of","of","the","and","to","a",0.0500000000001819,TRUE
"2051","Actually, this April 15, 1912, headline was based on preliminary news and was in error. The final tally shows that 1,513 lives were lost in the sinking of the Titanic, and there were only 711 survivors.",31,"sinking","of","the","titanic","and","of","the","and","to","is",0.0300000000002001,TRUE
"2052","the autumn rains in righteousness.",3,NA,NA,"the","autumn","rains","of","and","to","is","first",0.00999999999976353,FALSE
"2053","Smokers I have little sympathy for – you made that decision, in the face of all the evidence that it’s not just seriously harmful to you, but to everyone around you, so I’m sorry, but you get to live with the consequences. And had I not lived, worked and socialised among smokers for most of my life, until the ban, I wouldn’t be anywhere near as ill as I am now, so sympathy is in very short supply.",15,"decision","in","the","face","of","of","the","and","to","a",0.0599999999999454,TRUE
"2054","I’ll wear pajamas and give up pajahmas.",3,NA,NA,"ill","wear","pajamas","and","out","a","of","in",0.0199999999999818,FALSE
"2055","I found myself chuckling out loud enough that the wife banished me to the easy chair in the living room at night (can't read this one in bed). I'd get up to get another soft drink and find that I had a big grin on my face.",2,NA,NA,NA,"i","found","have","to","was","am","know",0.0199999999999818,FALSE
"2056","- Food and drink disliking. I’m not really sure what the correct term is for this, but I developed a dislike for almost all of the foods that I once liked, and couldn’t drink fizzy pop at all! I think I may have literally lived on pickled onion space raiders and fruit juice for the entire first trimester…and possibly a lot of the second.",35,"liked","and","couldnt","drink","fizzy","the","i","a","to","it",0.0399999999999636,FALSE
"2057","I recently tried a super fabulous restaurant that you MUST MUST try. I usually don't give restaurant recommendations, so trust me on this one. I decided to go down to South Norwalk and check out The SoNo Baking Company and Cafe that Martha Stewart is always yammering on about on Martha. This tiny hidden jewel was started by John Barricelli, who works for Martha and also hosts Everyday Baking on PBS. It is Fa. Bu. Lous. Seriously, that good. We had lunch and I tried a Cobb Salad that elevated the usual blah salad to a culinary masterpiece. I sat at the counter in front of a huge glass window and watched people roll out chocolate croissants with a vintage roller while I ate. (If you are a big geek, that is a huge thrill.) At one point in the meal, I actually saw John Barricelli through the glass instructing one of the bakers on how to place the chocolate chunks perfectly in the croissant. I considered banging on the glass to blow kisses and get my photo taken with him but I decided I had done that enough recently with both her and her, so I decided to play it cool and just eat my lunch quietly. I also brought home a huge selection of pastries and enjoyed every single one (in the name of research, not gluttony, mind you). John is coming out with a cookbook in early March. You can be a geek like me and pre-order your copy on Amazon today. The cafe is located right near the South Norwalk Aquarium and makes a good drive on a cold winter's day.",51,"yammering","on","about","on","martha","the","a","my","and","your",0.0300000000002001,FALSE
"2058","Sphere: V = 4/3",2,NA,NA,NA,"sphere","v","from","science",NA,NA,NA,0.0199999999999818,FALSE
"2059","I’m sad you can’t be with us but we know you’ll be watching. I don’t know if you ever got to eat at Longhorn or not but I hear they cook a really mean steak.",22,"you","ever","got","to","eat","the","be","a","make","do",0.0500000000001819,FALSE
"2060","Of course it goes without saying that all the music above would probably have been familiar to Gardel's audience, too. But it's not that widely known here. It's not difficult or inaccessible music, but it's not a routine part of the popular culture in the same way that it would have been when Gardel was playing El dia que mi quieras, or even as it was when my grandmother's relations were making their own entertainment in Australia with performances of Bizet's Au fond du temple saint.",2,NA,NA,NA,"of","course","the","a","and","my","it",0.00999999999976353,FALSE
"2061","Oh yeah! Last year I was really Spicin' Things Up in the Kitchen! It was Hot Hot! Nope, the hubs and I weren't getting all romantical, we were installing tin into our cabinet for our spices! Get your heads out of the gutter!!",17,"kitchen","it","was","hot","hot","a","to","the","was","is",0.0300000000002001,FALSE
