"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","timeToPredict","Correct","prediction6","prediction7","prediction8","prediction9","prediction10","prediction11","prediction12","prediction13","prediction14","prediction15"
"4497","You may not believe it, but when a U.S. company closes down a U.S. manufacturing plant fires its American workers and moves those good-paying jobs to China or other locations abroad, U.S. tax law actually rewards those companies with a large tax break called deferral. The tax code allows these firms to defer paying any U.S. income taxes on the earnings from those new foreign-manufactured products until those profits are returned, if ever, to this country. If a company making the same product decides to stay in this country, it is required to pay immediate U.S. taxes on the profits it earns here.","you may not believe it but when a us company closes down a us manufacturing plant fires its american workers and moves those goodpaying jobs to china or other locations abroad us tax law actually rewards those companies with a large tax break called deferral the tax code allows these firms to defer paying any us income taxes on the earnings from those new foreignmanufactured products until those profits are returned if ever to",75,"this","since","been","made","seen","get",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4498","By the way, Tweez, that's not a bad first record to have...","by the way tweez thats not a",8,"bad","to","the","only","be","have",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4499","Didn't feel like carrying my camera with me so only thing I have are these phone pictures.","didnt feel like carrying my camera",7,"with","life","first","own","favorite","head",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4500","Shortly after noon officers could be seen scaling the roof of the house and attaching tarps to the roof and a fence to shield the body of the dead officer from the view of TV helicopters.","shortly after",3,"noon",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4501","Big rematch tonight as Dustin Lash, who gave Zucca his only loss, takes on Tony Zucca for the CCCW 185 amateur belt. Big reception for Zucca, who walks out with his belt and fellow training partners Dustin Jacoby and Brian Foster, as well as coach Rick Drago.","big rematch tonight as dustin lash who gave zucca his only loss takes on tony zucca for the cccw amateur belt big reception for zucca who walks out with his belt and fellow training partners dustin jacoby and brian foster as well as",44,"coach","as","and","have","with","for",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4502","are available of his live performances and unfortunately,","are available of his",5,"live","the","my","this","course","his",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4503","Now that you are saved, you can basically do whatever the hell you want. It doesn’t matter. Just remember to repent and all will be well. You are no longer like the ordinary human being. There is something special about you now. You have a spirit inside you, though I’m not sure where exactly I placed it, that will help you to get through this life. Sometimes the spirit works, other times it will go on vacation and let you sin to your heart’s content.","now that you are saved you can basically do whatever the you want it doesn’t matter just remember to repent and all will be well you are no longer like the ordinary human being there is something special about you now you have a spirit inside you",48,"though","the","of","our","my","their",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4504","perform a more efficient, effective examination.","perform a",3,"more","few","little","lot","bit","good",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4505","The Holy Place","the holy",3,"place",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4506","So next time you're out in the garden try to think small things create big problems. Look around and ask yourself is there anything in your garden that could cause a problem to wildlife. For example an empty flower pot can be a death trap for a fledging if it becomes trapped and cannot escape. Also when out and about if you see an elastic band, hair band or one of the plastic can holders please pick it up, pop in your pocket and pop into the bin (once you've cut it up).","so next time youre out in the garden try to think small things create big problems look around and ask yourself is there anything in your garden that could cause a problem to wildlife for example an empty flower can be a death trap for a fledging if it becomes trapped and cannot escape also when out and about if you see an elastic band hair",67,"band","of","and","was","is","to",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4507","The case is the latest involving men of predominantly Asian origin picking up young girls for sex.","the case is the latest involving men of predominantly asian origin picking",13,"up","of","my","this","and","may",0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4508","""Today is also the 41st birthday of John Pinkerton, founder and brewmaster of Moon River Brewing in Savannah, Georgia. John is also involved in Beer America TV. He also brews some terrific beers and is great fun to drink a beer or three with. Join me in wishing John a very happy birthday."" (from Jay Brooks' August 16 post on Brookston Beer Bulletin)","today is also the st birthday of john pinkerton founder and brewmaster of moon river brewing in savannah georgia john is also involved in america tv he also brews some terrific beers and is great fun to drink a or three with join me in wishing john a very",50,"happy","few","little","lot","bit","good",0.069999999999709,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4509","Holy shit. This is honestly a first for me… Oh, hi by the way.","holy this is honestly a",6,"first","it","say","just","no","she",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4510","making comfort foods...","making comfort",3,"foods","of","my","and","her","in",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4511","UPDATE UPDATE: Also, feel free to ignore any of the rules above if you have sufficiently artistic reason for doing so. I'm easy like Sunday morning.","update update also feel free to ignore any of the rules above if you have sufficiently",17,"artistic","to","been","the","you","no",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4512","As Jon phrased it, how many other grandmothers were at the tryouts we went to? Well, none.","as jon phrased it how many other grandmothers were at the tryouts",13,"we","same","first","most","world","time",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4513","Rook & Rose – Floral Boutique","rook rose – floral",5,"boutique","garden","scent","the","with","hour",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4514","This post is intended as a lament of sorts, a lament for something in the culture that is dying and may never been seen again.","this post is intended as a lament of sorts a lament for something in the",16,"culture","the","my","this","his","our",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4515","Saul could have argued that he was not persecuting Jesus but only the disciples of Jesus. At that stage he knew better than to argue for he knew Who was speaking to him. If he was persecuting the members of the Kingdom Church he was persecuting the King.","saul could have argued that he was not persecuting jesus but only the disciples of jesus at that stage he knew better than to argue for he knew who was speaking to him if he was persecuting the members of the kingdom church he",45,"was","and","is","we","of","or",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4516","Ah, Ok I know this entry has been sooo super sad and depressing so I'm sorry if you are in a puddle of snot and tears. To end on a high note I have officially lost 20 lbs. Yes I said it 20 lbs....and I'm still going. I would like to lose (ideally) another 20, but I'll be happy with another 15. I just can't wait to fit into my old clothes and for Cancun...T minus 26 days and counting!!....I am going to drink a margarita the size of my head....Ole!","ah ok i know this entry has been sooo super sad and depressing so im sorry if you are in a puddle of snot and tears to end on a high note i have officially",36,"lost","to","been","the","you","no",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4517","On Saturday we had an East End wander and intended little by way of beer as we were going out for dinner later, but we did call into Mason and Taylor. I wrote positively about it here, some time ago. On Saturday it was quiet, being around two in the afternoon, but the contrast couldn't have been greater. Young enthusiastic staff all said hello as we walked in. My choice of Saltaire Rye IPA (£3.90) brought an immediate offer of a taster and I was asked if I knew the beer. We were advised that other samples were freely available. ""Just ask."". Brilliant. A blues ensemble with New Orleans touches, struck up and we thoroughly enjoyed two more pints of the excellent Saltaire beer. I did try a couple of BrewDog keg tasters and quite enjoyed them. Motueka seemed good, but £8 a pint is too much for my sensibilities.","on saturday we had an east end wander and intended little by way of as we were going out for dinner later but we did call into mason and taylor i wrote positively about it here some time ago on saturday it was quiet being around two in the afternoon but the contrast couldnt",55,"have","can","two","tells",NA,NA,0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
