"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct","prediction9","prediction10"
"1684","6680 SW Raleighview Ct; 3,935 square feet; on 1/27/2012 for $360,900","sw raleighview ct square feet",6,"on","on",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"1685","Arrieta (2-3) allowed six runs and nine hits in 6 1-3 innings. He yielded a career-high three homers, matching the total he surrendered in his first six starts this season.","arrieta allowed six runs and nine hits in innings he yielded a careerhigh three homers matching the total he surrendered in his first",24,"six","wife",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"1686","Context: Last summer, when a panel of growers and winemakers at Foothill Grape Day in Plymouth got around to talking of barbera's role at the table, Justin Boeger remarked: ""Barbera is what I bring to dinner when I don't know the menu. It's versatile."" Other than that, any Italian dish enhanced with tomatoes is traditionally paired with barbera.","context last summer when a panel of growers and winemakers at foothill grape day in plymouth got around to talking of barberas role at the table justin boeger remarked barbera is what i bring to dinner when i dont know the menu its versatile other than that any italian dish enhanced",52,"with","service","tomatoes","bond","ebooks",NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1687","That's something! But no help with my ticket.","thats something but no help with",7,"my","us","get","help","think","people","love","need","children",0.0500000000029104,FALSE,"young","design"
"1688","Even though its workforce is shrinking, the company said it remains committed to the Colorado market.","even though its",4,"workforce","worse","just","many","really","still","know","much","never",0.0299999999988358,FALSE,"new","dont"
"1689","That means advancing past the first round, then pushing Miami or Chicago, the likely second-round opponent, to at least six games, if not pulling off the upset.","that means advancing past the first round then pushing miami or chicago the likely",15,"secondround","face","get","make","find","many","begin","similar",NA,0.0299999999988358,FALSE,NA,NA
"1690","""They're supposed to be all checked out,"" said the father of the teenage girl involved in the incident. ""Something is not right.""","theyre supposed to be all checked out said the father of the teenage girl involved in the incident something",20,"is","else","like","new","really","bit","get","want","will",0.0100000000020373,FALSE,"good","im"
"1691","San Diego 22, Crawford 0. Amberg (SD) 2-3, 2 runs; Acosta (SD) 2-2, 1 run; Mills (SD) HR.","san diego crawford",4,"amberg","said","lead","amberg",NA,NA,NA,NA,NA,0,TRUE,NA,NA
"1692","NEW YORK — Kirk Nieuwenhuis joked that his keepsake, the game ball he was given to commemorate his first major-league hit, will always be a bit dusty.","new york — kirk",5,"nieuwenhuis","nieuwenhuis",NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE,NA,NA
"1693","He is on trial in U.S. District court with Gabor, who served as Dimora's driver and is one of the former commissioner's closest friends. Gabor's lawyer will return today to give his closing arguments and jurors could begin deliberating by the afternoon.","he is on trial in us district court with gabor who served as dimoras driver and is one of the former commissioners closest friends gabors lawyer will return today to give his closing arguments",35,"and","try","something","based","jurors","human","gallery","land","motion",0.0199999999967986,FALSE,"bogus","sexual"
"1694","""I know I've been criticized a little bit for not playing as much as some other guys leading into these few weeks, but I know I've got a big stretch coming up, and I want to be as fresh as possible for this.""","i know ive been",5,"criticized","away","playing","waiting","in",NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"1695","NEWARK — A Newark woman accused of animal cruelty in a pit bull abuse case tied the dog to a railing and left New Jersey for more than a week, according to the Essex County Prosecutor’s Office.","newark — a newark woman accused of animal cruelty in a pit bull abuse case tied the dog to a railing and left new jersey for more than a week according to the essex county",36,"prosecutor’s","sheriffs","prosecutors","man","officials","jail","warrant","district","court",0.0199999999967986,FALSE,"council","executive"
"1696","Set designer Bjorn G. Amelan has supplied transparent room-dividers and a sofa, wryly suggesting that Jones’ memories resemble mental furniture. Much of this brilliant work, set to an eclectic score by Ted Coffey, depends upon a tension between the immediacy of lived experience—dancing, or biting into a juicy, green apple—and our subsequent need to measure, re-arrange and transmit our impressions before they vanish forever.","set designer bjorn g amelan has supplied transparent roomdividers and a sofa wryly suggesting that jones’ memories resemble mental furniture much of this brilliant work set to an eclectic score by ted coffey depends upon a tension between the immediacy of lived experience—dancing or biting into a juicy green apple—and our subsequent need to measure",56,"rearrange","know","get","see","help","sleep","think","one","new",0.0299999999988358,FALSE,"worry","understand"
"1697","The picks are doled out on the basis of a team's net loss in free agency the previous year: unrestricted free agents lost vs. unrestricted free agents signed. Salary, playing time and postseason honors also factor in. In 2011, the Browns lost Abe Elam, Matt Roth, Chansi Stuckey, Jason Trusnik, Lawrence Vickers, Floyd Womack and Eric Wright. They signed Brandon Jackson, Dimitri Patterson and Usama Young.","the picks are doled out on the basis of a teams net loss in free agency the previous year unrestricted free agents lost vs unrestricted free agents signed salary playing time and postseason honors also factor in in the browns lost abe elam matt roth chansi",47,"stuckey","stuckey",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"1698","The investment by Ford and joint venture partner Changan Ford Mazda Automobile will expand Fords capacity in Chongqing by 350,000 vehicles, bringing total capacity to 950,000 vehicles annually.","the investment by ford and joint venture partner changan ford mazda automobile will expand ford�s capacity",17,"in","vehicles","collect","afghan","affordable","batteries","chongqing","choral","unavailable",0.0500000000029104,FALSE,NA,NA
"1699","Cejudo received a standing ovation from the nearly 14,000 in attendance in Iowa City, and he thanked them by tossing his shoes their way.","cejudo received a standing ovation",6,"from","ovation",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"1700","ø""It's your job to try to find another position to make them happy. Sometimes it's not doable, like if you've got six horses outside you. And you have to go to another plan.""","�its your job to try to find another position to make them happy sometimes its not doable like if youve got six horses outside",25,"you","us",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"1701","""She's happy for me, but she's still on me with the grades,"" Williams said. ""She's glad I'm getting a scholarship so she doesn't have to pay for anything. I have a 3.0 GPA, and for the NCAA (Clearing House) the only thing left to do is send my SAT scores. The academic advisor (at USF) said I am on track for admission.""","shes happy for me but shes still on me with the grades williams said shes glad im getting a scholarship so she doesnt have to pay for anything i have a gpa and for the ncaa clearing house the only thing left to do is send my sat scores the academic advisor at usf",55,"said","hardest","usf",NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"1702","Previous uses of gene therapy in experiments have suggested that leukemia caused by the viruses that transfer the genes to the cells might be a risk. The finding allays that concern, enabling researchers to move beyond immediately life-threatening illnesses, such as HIV and cancer, said Bruce Levine, a study author and researcher at the University of Pennsylvania.","previous uses of gene therapy in experiments have suggested that leukemia caused by the viruses that transfer",18,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
