"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"891","øAll the gold in the world - 170,000 metric tons - translates into about 5.5 billion troy ounces. (Troy ounces are 1.1 ounces.) All that gold would be worth roughly $9 trillion at $1,639.10 an ounce.",28,"all","that","gold","would","be","the","have","be",0.0299999999997453,TRUE
"892","Arby Little Soldier, who owns the ranch near the North Texas town of Greenville where the calf was killed nearly two weeks ago, says he's excited about the 3,000-pound gift.",10,"the","ranch","near","the","north","of","and","to",0.0100000000002183,FALSE
"893","There's a beach a short walk from the hotel, but it belongs to a private resort and I didn't feel like paying the $7 entrance fee. Five minutes in the car brought me to exquisite Nevada Beach, which charges $7 to park. But, doing as the locals do, I parked for free just outside the gate and walked an extra 75 yards.",34,"the","car","brought","me","to","of","and","to",0.0199999999999818,TRUE
"894","The Border Patrol has set up beacons where undocumented immigrants can call for help, which will dispatch a Border Patrol rescue group, but this forces immigrants to give themselves up to the officers, or ""la migra.""",35,"to","the","officers","or","la","of","the","and",0.0199999999999818,FALSE
"895","Ayres was stabbed to death just a few minutes from her home on Sept. 13, 2010. Her suspected killer, Stephen Headley, 28, of Florence, was indicted by a grand jury last week on a single count of first-degree murder.",38,"a","single","count","of","firstdegree","the","a","his",0.0300000000002001,FALSE
"896","Supporters say the state is protected by its existing conscience exemptions and note the bill has a self-destruct clause nullifying it in the event it were found to conflict with federal law. They say it would simply ensure that women in Washington -- one of four states to have legalized abortion before the landmark 1973 Roe v. Wade decision -- continue to have easy access to abortions once federal health care reforms are enacted in 2014.",26,"in","the","event","it","were","of","is","the",0.0199999999999818,FALSE
"897","In between, Rouse retired from the Rouse Company in the 1980s to devote time to a nonprofit foundation, and he died in 1996. The Rouse Company was acquired in 2004 by General Growth Properties, which later split into General Growth and the Howard Hughes Corp.",6,"between","rouse","retired","from","the","the","a","to",0,TRUE
"898","When you look at the internal data on international tests you find a telling dichotomy regarding American scores. America has a disproportional number of students doing very, very well and a large portion doing poorly. The Organization for Economic Co-operation and Development, which administers the PISA test, explains this dichotomy: the number of children in poverty. Twenty-two percent of American children live in mind-numbing poverty, which is far greater than the next highest country. Children do not learn well when they are hungry.",15,"you","find","a","telling","dichotomy","of","to","in",0.0299999999997453,FALSE
"899","It is unclear how well state officials abided by those orders. A check of records for 2010 — Perdue’s last year in office —found numerous lobbyist gifts received by executive branch officials.",4,NA,"it","is","unclear","how","to","a","the",0.0100000000002183,FALSE
"900","Wendi Alper-Pressman, an attorney for PNC Bank, declined to comment on the pending litigation.",12,"declined","to","comment","on","the","the","a","be",0.0399999999999636,TRUE
"901","""We started this event because not enough people know where Serbia is and what the culture is,"" said event organizer Jennifer Zelen. ""The Serbs have a long history of music and food and really great folk dances.""",36,"food","and","really","great","folk","the","a","to",0.0100000000002183,FALSE
"902","So we weren't thrilled to hear Detroit Mayor Dave Bing's staff invoke that kind of imagery in their budget presentation to City Council Thursday.",4,NA,"so","we","weren't","thrilled","have","will","to",0.0199999999999818,FALSE
"903","As New Orleans quarterback Drew Brees continues to close in on Dan Marino's single-season passing record, he is carrying his entire team along with him. Brees threw for 412 yards and five touchdowns Sunday in a 42-20 win over Minnesota, leading the Saints to their sixth win in a row. New Orleans had to overcome a sloppy start against Minnesota, including turning the ball over twice deep in its own territory in the first half, botching a surprise onside kick and having a 40-yard TD pass called back because of a penalty. But it mattered little to Brees and the red-hot Saints. Brees now has 4,780 passing yards this season, putting him 304 away from Marino's single-season record of 5,084 yards that he set in 1984. With two games to play, that leaves Brees needing to average just over 150 yards per game. It's hard to imagine Marino's record won't fall.",117,"","away","from","marino's","singleseason","the","a","singleseason",0.00999999999976353,TRUE
"904","“Since the new change; from the 3rd Saturday of every month, to the 3rd Wednesday of every month, we have made it a success!",8,"change","from","the","rd","saturday","of","and","to",0.0300000000002001,FALSE
"905","øJoyful Noise",2,NA,NA,NA,"joyful","noise","noise",NA,NA,0,TRUE
"906","""In trying to look at impacts to wildlife, you first have to look at what could happen to habitats,"" said Gil McRae, director of Florida's Fish and Wildlife Research Institute.",3,NA,NA,"in","trying","to","the","a","to",0,TRUE
"907","Merlitti has a cottage in the Marblehead area, and both VanHo and Merlitti are avid Lake Erie anglers.",3,NA,NA,"merlitti","has","a","a","to","been",0.00999999999976353,TRUE
"908","By then, it was 12:35 a.m.",2,NA,NA,NA,"by","then","the","a","an",0.0199999999999818,FALSE
"909","For 3D: Top Picks/Holiday Films & More/3D Specials",6,"d","top","picksholiday","films","","is","top","rockefeller",0.0199999999999818,FALSE
"910","516 LESLIE AVE $28,000",2,NA,NA,NA,"","leslie",NA,NA,NA,NA,FALSE
"911","2-inch light-colored section of lemongrass",5,"inch","lightcolored","section","of","lemongrass","the","a","his",0.0199999999999818,FALSE
"912","According to police, the suspect allegedly took car keys and a wallet Oct. 4 from a medical office on Millburn Avenue and later got his hands on the Camry for which the keys were issued. The Camry was owned by an employee of the medical practice and parked in its lot, police said; the credit cards were also issued in the employee’s name.",50,"practice","and","parked","in","its","the","a","for",0.0299999999997453,FALSE
"913","Quick had 35 wins, led the league in shutouts (10), had a .929 save percentage and with 31 more starts, was second to Elliott in goals-against average (1.95).",14,"","had","a","","save","of","to","in",0.0100000000002183,FALSE
"914","""We've got 76,"" he said. ""People think trains are going away, but we've got 76 railroads operating within Arizona. We depend on them every day, and we will for years to come.""",14,"going","away","but","we've","got","the","to","got",0.0199999999999818,TRUE
"915","Officials thought the man had fallen into the river after being struck, but first responders found the man dead on the trestle.",8,"man","had","fallen","into","the","the","a","its",0.0199999999999818,TRUE
"916","Out of the timeout, Howell went on a 10-5 scoring run to tie the opening game at 11 on a kill by Natalie Brisso.",2,NA,NA,NA,"out","of","of","the","and",0.0100000000002183,TRUE
"917","""Quite honest, we needed a big game out of him, right?"" Sutter said. ""The style of game we play, our goaltender has got to be good too. We've tried to give our players more freedom and our goalie has got to be good for us.""",8,"needed","a","big","game","out","of","to","in",0.0299999999997453,FALSE
"918","Another co-worker, Cindy Backer of High Ridge, Mo., nominated the four alert security officers.",7,"cindy","backer","of","high","ridge","the","a","his",0.0199999999999818,FALSE
"919","Deputies have cited Randy Miller for making an improper left turn while operating county-owned motorized brush cutter on Union Mills Road near Redding Road. According to police reports, the brush cutter turned across the road directly into the path of an on-coming motorcycle driven by Thomas Joseph Fennell.",44,"of","an","oncoming","motorcycle","driven","the","a","his",0.0100000000002183,FALSE
"920","West Midlands Police said a 55-year-old and a 61-year-old were detained Friday in Birmingham, central England, on suspicion of offenses under the country's 2003 Female Genital Mutilation Act.",18,"birmingham","central","england","on","suspicion","the","a","and",0.0199999999999818,FALSE
