"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct"
"4521","I had some trouble passing my DataTable data back to my PHP code. The solution was simple, but finding a working solution on the Internet was surprisingly tricky. Here’s how I did it:","i had some trouble passing my datatable",8,"data","life",0.0400000000008731,FALSE
"4522","Usually this approach works best and ONLY usually in a setting where the woman or he is not too rushed. Mostly approaches like this work in an already social setting where people are mingling and socializing. This approach wouldn’t really work outside of that b/c it takes time and both people need to be somewhat relaxed with no concern about the next 5 minutes.","usually this approach works best and only usually in a setting where the woman or he is not too rushed mostly approaches like this work in an already social setting where people are mingling and socializing this approach wouldn’t really work outside of that bc",46,"it","the",0.0299999999988358,FALSE
"4523","My name is Amy and this is my blog... ""And the Adventure Continues!""","my name is amy and this is my blog and the",12,"adventure","hop",0.0500000000010914,FALSE
"4524","Peter Saarsgard (Boys Don’t Cry)","peter saarsgard",3,"boys",NA,NA,FALSE
"4525","In the bowl of a stand mixer fitted with the dough hook, combine all ingredients for the dough. Make sure you are using rapid rise yeast, or you will need to proof your yeast before mixing. Mix on low speed until combined and then knead about 5-7 minutes on low speed until the dough is smooth and elastic. Prepare a separate bowl by coating with olive oil, transfer dough to bowl, turning to coat evenly. Cover the bowl with plastic wrap and set in a warm place to rise for about one hour or until doubled in size. Punch dough down, recover and let rise approximately 30 minutes more.","in the bowl of a stand mixer fitted with the dough hook combine all ingredients for the dough make sure you are using rapid rise yeast or you will need to proof your yeast before mixing mix on low speed until combined and then knead about minutes on low speed until the dough is smooth and elastic prepare a separate bowl by coating with olive oil transfer dough to bowl turning to coat evenly cover",76,"the","into",0.0299999999988358,FALSE
"4526","My mat towel is the orange, yellow and red tie-dye seen above. It is skidless brand, and has rubber on one side so it stays in place on my mat, seen below. I love this towel, it makes not face-planting in the middle a whole lot easier. I also can look down at it when I want to drop out of downward dog and the color combo makes me really happy. It also serves one more purpose. Because of the random pattern, it offers many points to focus on in balance poses, so I don’t need to look around the room to find something.","my mat towel is the orange yellow and red tiedye seen above it is skidless brand and has rubber on one side so it stays in place on my mat seen below i love this towel",37,"it","is",0.0300000000006548,FALSE
"4527","At this point a couple of people noticed I was upset and asked if they could help. I gave them Cameron's description and kept on looking. Fifteen minutes had gone by and no one had seen him. I finally let the tears come. I had lost my son. I was scared and of course all these horrible thoughts started to enter my mind. About ten more minutes passed and I finally found a police officer. I told him I couldn't find my son. He asked what his name was and when I told him he said, ""He's fine. He's over by the information desk. A couple of ladies found him and brought him over."" The information desk was at least a football field length away, maybe more. I wondered how far we had wandered before those ladies found him.","at this point a couple of people noticed i was upset and asked if they could help i gave them camerons description and kept on looking fifteen minutes had",30,"gone","or",0.0299999999988358,FALSE
"4528","Happy Halloween everyone!","happy halloween",3,"everyone","is",0.0200000000004366,FALSE
"4529","and I decide I don't care","and",2,"i","the",0.0200000000004366,FALSE
"4530","He’s pretty well-known among folk circles, but most in the music industry view him as a has-been who never quite was. This is a man who didn’t learn to play guitar until he was thirty, but has released around 25 albums over the last twenty years. And now he tours a couple times a year playing house shows while barely scraping by. It’s tough to see, but in a strange way it also seems to make sense.","he’s pretty wellknown among folk circles but most in the music industry view him as a hasbeen who never quite was this is a man who didn’t learn to play",31,"guitar","the",0.0300000000006548,FALSE
