"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"642","And we know what happened when we did that.",4,NA,"and","we","know","what","the","i","have",0.0100000000002183,FALSE
"643","What I wanted at TBEX was a session that presented the reality of writing as a profession, not as a quixotic pursuit or a weekend hobby or gap year boondoggle. Admittedly, I wanted this for myself as much as anything. Because I struggle with what I do (what is that, anyways?) all the time. I wanted to hear people who I think of as grown up, professional travel writers speak honestly about how they juggle all this stuff, how they manage to make it work. I’m always grateful for time with writers who will share, honestly, how they get by — a recent conversation revealed a writer’s need to sell multiple stories about one destination with every trip in order to make the travel pay off. “I can’t go just because I want to. I need to sell that story five times over to have it be worth my while.”",17,"of","writing","as","a","profession","of","lot","the",0.0299999999997453,FALSE
"644","Both babies measured great - he's 1lb, 2oz and she's 15.9oz, which puts them right about at the 50th percentile. They had good fluid levels, solid heartbeats, and my bleed has officially absorbed!! YAHOOOO!!! I go back in 4 weeks and we'll tour the maternity ward and NICU then. I was so overwhelmed with joy that they looked so awesome! My mom came with me to the u/s and she loved every minute of it - it truly is so special to see them.",78,"of","it","","it","truly","was","is","a",0.0399999999999636,FALSE
"645","And if only the add venture habs juss stopped there, but no...",2,NA,NA,NA,"and","if","i","the","a",0,FALSE
"646","In the United Kingdom after days of obfuscation and half-denials the Prime Minister admits he did ride a horse loaned to a tabloid news editor he was friendly with by the police force that was investigating her newspaper.",30,"he","was","friendly","with","by","the","a","my",0.0300000000002001,FALSE
"647","I wanted to go with a vintage theme for Mum. Not saying she is old though! Just wanted something a bit nostalgic. It also took me out of my own comfort zone, as I don't normally do vintage! I loved using the Hat Pin (retired), and I have also used the Velvet Ribbon available in the new Summer Mini Catalogue. I didn't want cream though and dyed this ribbon, using my Night of Navy ink pad. I was surprised how beautifully this ribbon dyed up! Not at all patchy as I thought it would.",2,NA,NA,NA,"i","wanted","have","to","was",0.00999999999976353,FALSE
"648","I know from my own experience that my horse (who currently schools Fourth Level and some of the Prix St. George) cannot school in the arena more than three days per week. (And he’ll tell you if you ask!) So to keep him fresh, interested, and fit, we spend the three days hacking out, doing trot and canter sets in the lanes, or long-lining, another three days doing a more traditional schooling routine, and then he gets one day off per week. And I generally find that I get my best, show-quality work from him on the day after he’s either rested or hacked – particularly if we struggled with a problem or issue in our last training session prior to the rest day. It’s like the time away has shown him what he needs to do to get it right (and me too!), so with a little bit of cogitation and fresh muscles, it’s all right there.",18,"level","and","some","of","the","the","a","my",0.0300000000002001,TRUE
"649","Article 8 does not always work though. A paedophile illegal immigrant, Zulfar Hussain, has finally been thrown out of Britain after a long court battle in which he claimed that his deportation would breach his human rights. This is good news, but Hussain represents only a drop in the multicultural ocean and cost the taxpayer over £100,000 in his welfare funded legal battle to remain in Blackburn, Lancashire.",48,"represents","only","a","drop","in","of","lot","and",0.0199999999999818,FALSE
"650","So our unique perceptions of the world we experienced together were destined to be endlessly different, destined to be unrelated. And no matter what I said to her, she would never understand that what I write on these pages, when I say that I have no home and that I am endlessly tormented by the constant need to leave everything behind and travel, to give up the entire world I’ve created and move on to something new, that this isn’t in any way a sad thing in my eyes.",57,"tormented","by","the","constant","need","of","and","to",0.0300000000002001,FALSE
"651","That very question has been banded about since the dotcom bust – even today there continue to be many brands with little more than a landing page for a website, let alone fully-fledged e-commerce capability.",34,"website","let","alone","fullyfledged","ecommerce","from","now","as",0.0199999999999818,FALSE
"652","When will the school district force Frank’s hand?",7,"the","school","district","force","franks","of","and","to",0.0299999999997453,FALSE
"653","He did have a little bump and a good little cut - right at the back and top part of his head.",20,"back","and","top","part","of","the","i","of",0.0300000000002001,TRUE
"654","Behind these various deployments of the ideal of universal reason lies a conviction that to bring about the good society we can and must use reason, innate to human nature, to produce a unified consciousness which can serve as the foundation for that good society.",43,"as","the","foundation","for","that","the","of","a",0.0299999999997453,FALSE
"655","Here comes another rant from me, THE CHILDLESS MOMMY BLOGGER, as I’ve taken to calling myself. You know, I think (much like Oprah – another childless mommy advisor) that the hardest thing you can do is raise a kid. And even harder is raising a kid right and saving the world from the addition of one more a**hole. This is of such monumental importance in my opinion, that it does, indeed, take a village. So, I’m here to help. As I was working up some research this morning, I came across some parenting ideas / actions/ products that I feel could lead your child astray. I am here to try and stop you…or rather stop the ridiculous human being who would subject their child to any of the below.",67,"monumental","importance","in","my","opinion","the","a","and",0.0199999999999818,FALSE
"656","to the groaning figure who was always",2,NA,NA,NA,"to","the","the","be","a",0.0100000000002183,TRUE
"657","D Irene is going full blast right now and we have been without power since sometime during the night. Luckily I am accustomed to blogging on my cellphone. The wind is really howling.",31,"my","cellphone","the","wind","is","of","and","to",0.0299999999997453,FALSE
"658","“We have come to the conclusion we were snookered by Fox News and tea party activist Andrew Breitbart into believing she had harmed white farmers because of racial bias,” Jealous said in the statement.",31,"of","racial","bias","jealous","said","the","a","my",0.0300000000002001,FALSE
"659","“You should open your eyes!”",3,NA,NA,"you","should","open","have","be","are",0.0199999999999818,FALSE
"660","End of November. End of Solo Tabletop Gaming Appreciation Month.",7,"november","end","of","solo","tabletop","the","a","my",0.0199999999999818,FALSE
"661","The HIPS (Humans In Poverty Situations) are those at the bottom of the working society, those in shitty jobs in which you have to smile and pretend you're enjoying yourself in return for shitty money.",33,"enjoying","yourself","in","return","for","the","a","my",0.0300000000002001,FALSE
