"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction","timeToPredict","Correct"
"2680","""I'm very excited to be going back to a place with so many great memories,"" he said.","place","with","so","many","great","different",0.0799999999871943,FALSE
"2681","ZZ Top and 3 Doors Down: with Gretchen Wilson and Leroy Powell & the Messengers, 7 p.m. June 27. $25-$75.","","the","messengers","","pm","No prediction for this word list yet",0.740000000005239,FALSE
"2682","Two days before the party",NA,"two","days","before","the","the",0.0599999999976717,TRUE
"2683","""Moreso than the surfaces being different, I've been playing well and have been very confident,"" he said. ""I feel like my results are going to be very solid. Grass is a surface that players play the least on. There aren't that many tournaments, but there's two massive events on grass this year (in addition to its traditional tourney, Wimbledon will be the site of the Olympics tennis competition). I have done well on clay, but I do think I can play on grass as well.""","clay","but","i","do","think","have",0.0599999999976717,FALSE
"2684","""The Camry Effect"": With over 7 million Toyota Camry drivers out there, the company wants the world to know that, yes, even YOU should drive one. George Clooney's narration only drives home the suggestion more.","know","that","yes","even","you","if",0.710000000006403,FALSE
"2685","However, while there's still a lot to love about House of Prime Rib, I'm afraid that success may finally be spoiling it.","while","there's","still","a","lot","tiny",0.75,FALSE
"2686","But the FTC said there was no scientific data to back either claim, despite the company's insistence in ads that the products' effectiveness was clinically proven.","in","ads","that","the","products'","amount",1.94999999999709,FALSE
"2687","""The elephant in the room here is opening up the West Coast to exporting coal to China,"" said Brett VandenHeuvel, Columbia Riverkeeper's executive director. ""The fact that it's being ignored is hugely problematic. For us to simultaneously oppose coal plants here and happily export that coal to China is inconsistent.""","that","coal","to","china","is","in",0.760000000009313,FALSE
"2688","I don't even talk to my neighbors because my neighbors don't talk to me. I have never been so, I guess, dishonored. My mother who is like 78, out in the yard picking stuff and people don't talk to her. I would never walk by a person who was older than me and not pay them the respect. It's almost like we are an inconvenience, like ""You were here. Yes, we know you were here. But now we're here.""","who","was","older","than","me","your",0.799999999988358,FALSE
"2689","Gresham officials are advising against entry into the Columbia Slough downstream from Portal Way due to evidence of contamination.",NA,NA,NA,"gresham","officials","which",0.0299999999988358,FALSE
"2690","For Romney and the Republicans, the topic comes with both benefits and drawbacks given that polls show that a slim majority of the country , and an increasing number of independent voters , now support same-sex unions.","of","independent","voters","","now","No prediction for this word list yet",0.690000000002328,FALSE
"2691","""Where the Wild Things Are,"" about a boy named Max who goes on a journey — sometimes a rampage — through his own imagination after he is sent to bed without supper, was quite controversial when it was published, and his quirky and borderline scary illustrations for E.T.A. Hoffmann's ""Nutcracker"" did not have the sugar coating featured in other versions.","a","rampage","","through","his","the",0.770000000004075,FALSE
"2692","Free edible-garden",NA,NA,NA,"free","ediblegarden","stuff",0.0199999999895226,FALSE
"2693","The double play stung that much more when Cabrera doubled and Travis Hafner and Carlos Santana walked. Jack Hannahan watched a 2-2 fastball start inside, then veer back over the corner for the strikeout.","","fastball","start","inside","then","the",0.730000000010477,FALSE
"2694","McCaskill hopes that, come November, voters will avoid blaming her.","mccaskill","hopes","that","come","november","with",0.689999999987776,FALSE
"2695","Faith, a fellow St. Charles Republican, confirmed Thursday that she's considering running for mayor.","charles","republican","confirmed","thursday","that","afternoon",0.830000000001746,FALSE
"2696","Berger filed an appeal of his home’s assessment using ValueAppeal and said he wound up saving more than 10 percent of his nearly $19,000 tax bill.",NA,NA,"berger","filed","an","the",0.0299999999988358,FALSE
"2697","The first, airing 8 p.m. Sunday on KMBC, is based on the Mitch Albom best-seller “Have a Little Faith,” about an inspirational rabbi and preacher Albom knew.","little","faith","about","an","inspirational","hour",0.720000000001164,FALSE
"2698","Comment: Perhaps most productive free agent investment of last five years.","comment","perhaps","most","productive","free","work",0.720000000001164,FALSE
"2699","Brunswick City Roads Additional",NA,NA,"brunswick","city","roads","cafe",0.160000000003492,FALSE
"2700","The center fielder batted .507 with 22 RBIs and 21 stolen bases last season. She was an All Metro second-team selection and made the All-County first team.",NA,NA,"the","center","fielder","of",0.0399999999935972,FALSE
"2701","The teacher ""never comes to work, leaves no lesson plan for the sub, and has a file as thick as everything,"" Miller said, her eyes welling. ""Students are falling behind. . . . Colleagues are upset. They come to me and say, 'Why aren't you doing anything?' ""","me","and","say","'why","aren't","No prediction for this word list yet",0.720000000001164,FALSE
"2702","She was in good health and was reunited with her family, the detective said.","with","her","family","the","detective","to",1.08000000000175,FALSE
"2703","Orders for parts for new turbines are directly related to that tax, Gramlich said, but Congress won't extend the credit for more than a couple of years at a time. And the statistical evidence over the decade shows that when the credit expires, orders for new turbines drop by 73 percent to 93 percent.","decade","shows","that","when","the","i",0.809999999997672,FALSE
"2704","As for Varejao's ability to play for Brazil in the Olympics this summer, Scott said Grant and Varejao would have to have that conversation.","to","play","for","brazil","in","last",0.720000000001164,FALSE
